ZoneID,MAE,RMSE,MAPE (%)
75,16.797043010752688,26.529274761192372,10.090860772335551
76,25.897849462365592,39.200683009191266,8.914545226334129
77,11.009408602150538,17.879788252576965,13.417112405227162
78,15.176075268817204,23.999299944987197,13.126390214717116
79,50.479838709677416,104.49073246964541,14.46424508230163
80,30.006720430107528,67.15942555487067,14.248391308039674
81,10.25,14.233082770829737,13.984280409363633
82,21.08467741935484,37.73042111372937,9.802950096235566
83,10.615591397849462,16.64331697709324,15.168291942864052
84,3.2836021505376345,5.563538171815424,30.89171237652768
85,10.803763440860216,17.361587807075587,12.707394567132429
86,10.576612903225806,14.311577011606365,16.624122794652678
87,17.81451612903226,30.166830035795975,13.41496187293155
88,10.026881720430108,17.909719833546504,22.039964538560323
89,24.81048387096774,39.852938667432134,10.832503236593306
90,24.53494623655914,38.52181339873399,16.107264225972155
91,14.981182795698924,20.935320260473738,11.819789145392154
92,17.02016129032258,25.33212185841254,11.95837239226428
93,3.567204301075269,6.918496324914068,46.56221345508433
94,8.012096774193548,13.403628540977854,14.181078350249878
95,19.506720430107528,30.04841523382749,11.548122089390057
96,1.3333333333333333,1.8665130505147656,47.863817307823616
97,22.919354838709676,43.5010814350805,12.911434894463309
98,5.259408602150538,7.075343374774665,24.664698362899923
99,0.5551075268817204,0.9194727334330702,68.59341825902335
100,20.954301075268816,29.67607377734982,16.967360938444177
101,5.155913978494624,6.8271674253502415,23.711339600404973
102,8.46774193548387,13.275006834333944,14.787449609532812
103,0.0,0.0,
104,0.0,0.0,
105,0.005376344086021506,0.07332355751067665,100.0
106,9.998655913978494,16.054301336335055,21.191450018065805
107,28.288978494623656,51.877090578421225,14.799084176840877
108,7.0,10.193688749544036,19.34008988729776
109,4.331989247311828,7.232412854568296,26.476267895616033
110,0.025537634408602152,0.15980498868496612,100.0
111,0.635752688172043,1.011360204064601,43.577625570776256
112,39.564516129032256,70.20911545143635,15.697582637129154
113,24.017473118279568,37.801778560877146,17.866555158204697
114,26.366935483870968,49.44181711436072,16.881206147687212
115,4.533602150537634,5.999887991786054,25.648043758786272
116,15.151881720430108,27.641400887269672,11.65854305740381
117,6.627688172043011,9.233019869683943,15.93698739418806
118,4.560483870967742,6.945738230734907,23.680753799648517
119,13.03225806451613,21.10336822731467,13.976956140777732
120,1.2701612903225807,1.7768674864817942,51.52151040448912
121,8.15725806451613,11.787488811155592,15.849437054539203
122,5.469086021505376,7.594476629025677,17.69699834202366
123,14.26478494623656,21.93964717764554,17.844353027659334
124,7.073924731182796,10.463389837032759,18.888341564292496
125,16.93010752688172,24.2154864693286,23.766668026136205
126,10.883064516129032,16.245470832839693,12.812328974065403
127,13.87768817204301,24.756529496037444,13.976537933849183
128,2.4126344086021505,3.1351716181524765,39.00759889593605
129,19.80510752688172,43.199664599454664,8.405440346627527
130,24.361559139784948,36.13544189975159,11.44204662227541
131,6.228494623655914,8.788892060772733,18.44366884794547
132,78.08064516129032,110.17780107382052,19.800692623006935
133,7.658602150537634,11.78321204177814,15.671120091902454
134,9.147849462365592,12.814117718486349,15.642597111429554
135,7.701612903225806,10.646949181888699,19.535268554215676
136,10.251344086021506,16.33992899525247,15.849407430558896
137,17.879032258064516,29.629023477969444,12.951375827598936
138,84.65725806451613,135.13609726844356,58.2998392804974
139,8.051075268817204,10.741713485387262,15.921086855823402
140,16.06989247311828,23.438491914494126,12.063497668423304
141,20.501344086021504,33.165417115922395,14.030063859676309
142,22.211021505376344,35.00385923423762,14.978636910803727
143,15.456989247311828,21.961598938988693,16.301206858581452
144,25.737903225806452,42.00651191197328,17.792284906746847
145,31.245967741935484,54.0371611481047,15.198981711032115
146,9.76747311827957,15.75113069844733,15.91846718420133
147,8.233870967741936,13.382704292987587,14.877820204813103
148,38.225806451612904,90.55870489499098,14.341376474446966
149,9.256720430107526,13.410545922350957,15.700851699587293
150,5.69758064516129,9.130107938449683,25.621136585332543
151,10.150537634408602,15.521663667621223,16.295418900683167
152,9.369623655913978,14.039067992837946,18.143288054702744
153,4.438172043010753,6.211764765779234,23.80952511124277
154,1.1209677419354838,1.5760301290717558,68.24072878744846
155,9.202956989247312,13.656352651492838,15.25870682843505
156,5.89247311827957,8.181246585877041,18.340597631313422
157,13.26747311827957,32.4149631915521,16.880938265102582
158,23.579301075268816,43.050592267977635,21.713836573624118
159,15.493279569892474,23.977111621720205,12.110740519638286
160,8.21505376344086,13.594946879085674,16.09623057627423
161,35.84274193548387,57.14548261057648,16.652858571112866
162,23.93548387096774,38.923173571282895,15.034389858384326
163,26.733870967741936,37.68042616703044,15.148823718508092
164,33.678763440860216,50.65465247343329,13.999026551325686
165,11.013440860215054,16.213959205520396,14.613095820344036
166,16.288978494623656,22.90205301404362,18.23401425240392
167,11.450268817204302,18.299149460227433,11.913510686080572
168,26.60483870967742,41.72928627874353,13.974655350440763
169,14.670698924731182,25.07293125504934,11.394106887435406
170,27.829301075268816,46.80790359233874,14.276255970042817
171,7.580645161290323,11.332226384903793,14.685935667996747
172,3.963709677419355,5.695805851771571,26.63251285390768
173,10.018817204301076,18.870953956432793,13.77875108336308
174,13.16263440860215,19.772734295119033,11.270585935644997
175,4.10752688172043,5.651862382179592,28.31598510216915
176,2.6344086021505375,3.842672121357489,33.206906534868345
177,12.71236559139785,21.705878496166022,11.085472404112696
178,5.125,7.133236608730222,28.10807348956389
179,12.071236559139784,21.916784209995928,13.042594739931298
180,7.067204301075269,10.217921216103333,15.882346561073538
181,34.399193548387096,61.52815379708235,12.277907626254425
182,9.669354838709678,13.4960169353139,14.429815612516753
183,5.961021505376344,8.50007906351591,22.530265267314427
184,1.8803763440860215,2.5503004250606467,48.11181784865995
185,11.547043010752688,17.14293954793302,13.608211394018484
186,25.795698924731184,40.35187967800741,17.38564564515657
187,3.8588709677419355,5.257483146169664,23.805910926866563
188,21.327956989247312,34.50210372267643,9.939947515667775
189,13.459677419354838,25.90330447637326,15.485354841163112
190,3.599462365591398,5.692619254657264,32.743773955654156
191,12.384408602150538,18.113961228782884,14.831881037158515
192,5.778225806451613,7.83044444556334,18.576949151388362
193,6.126344086021505,8.405227508066965,18.956336413950634
194,1.493279569892473,2.14118598429815,52.53036417443197
195,9.538978494623656,18.682441011563174,21.430592750339954
196,9.301075268817204,13.359785588389581,16.945410933607995
197,13.115591397849462,23.874672772626646,10.896289362783037
198,21.426075268817204,45.485655898020404,12.200882625290713
199,0.005376344086021506,0.07332355751067665,100.0
200,8.751344086021506,12.605948843167623,20.02811638992149
201,3.911290322580645,6.014543306253243,30.749121658130502
202,4.127688172043011,6.184332441091398,35.16312591080572
203,7.908602150537634,11.19487690049356,15.042370067021816
204,2.3158602150537635,3.699207994280159,38.671441168727796
205,15.422043010752688,21.662675397474434,12.809637044994936
206,7.475806451612903,10.582751232827595,14.484437386810157
207,2.086021505376344,2.9067034130063556,49.816351761672514
208,11.079301075268818,19.07550785693529,13.876074927725568
209,9.766129032258064,15.373049312393762,21.066832920919364
210,12.452956989247312,18.114072530933345,14.93431305521534
211,18.982526881720432,29.93233857340783,18.174400163809352
212,10.900537634408602,16.350002466212697,14.554969160018663
213,15.474462365591398,23.384956335124915,11.575786357388834
214,4.518817204301075,6.412563273912818,24.41602189322609
215,10.118279569892474,16.1118402998994,12.523751081742454
216,17.954301075268816,28.803234958699022,10.38571536137865
217,11.08736559139785,15.760343932167693,29.27643888388039
218,7.100806451612903,9.624467587564832,14.009210014643536
219,6.551075268817204,8.73304809515315,14.484292673856558
220,11.654569892473118,17.36658050047763,14.92065716509923
221,6.329301075268817,8.961011727634089,19.669134871377874
222,5.573924731182796,8.482508885303176,18.793097288637938
223,15.501344086021506,31.878486526587274,11.954916442941572
224,8.53225806451613,13.135460501278406,22.12067468777546
225,20.66532258064516,45.235034357600895,9.106063427405196
226,18.577956989247312,30.096395311609797,11.96801460087205
227,11.118279569892474,16.869916597941597,15.721717934832713
228,20.856182795698924,34.63668963421886,14.216379120680154
229,18.216397849462364,32.22424369508818,13.461525473858366
230,42.24193548387097,61.6498087971989,24.124945633331656
231,39.524193548387096,63.86574460016366,17.120618782569114
232,17.115591397849464,28.41531466528009,16.398233344377307
233,18.147849462365592,26.625943367607725,17.135512469639917
234,35.06989247311828,58.706486974637016,15.65006704264465
235,13.428763440860216,24.05127251680084,11.80248724896892
236,26.307795698924732,38.40739106177407,16.999089841507097
237,25.627688172043012,40.77055191220504,14.79748590039176
238,16.118279569892472,24.719773548741813,13.783639332969406
239,20.315860215053764,33.7904874633491,15.39252639602803
240,4.35752688172043,6.098210560730972,26.301818699516616
241,12.108870967741936,21.73289093487327,12.308694629612392
242,13.651881720430108,20.26773085420503,13.590856745842489
243,18.313172043010752,34.01764643265616,11.886573849607537
244,21.547043010752688,39.78205071561526,9.974088626255837
245,4.403225806451613,5.969231142291906,24.971377054708352
246,50.875,87.95363973102809,21.587370259613795
247,19.233870967741936,29.460699171929452,14.145074752119818
248,8.678763440860216,13.992173311480052,13.573083108580336
249,37.21639784946237,59.622208913281,16.94804741300547
250,9.403225806451612,14.022255735579012,14.827449264690316
251,4.188172043010753,6.522500345165815,25.97007120309761
252,6.521505376344086,9.379971799943853,21.154502934505885
253,0.47580645161290325,0.8408265262893577,52.43386243386243
254,16.923387096774192,24.616330142355082,11.996529388137132
255,33.62096774193548,78.201542074282,13.562719979584163
256,30.853494623655912,66.74595755146798,13.58044279061959
257,7.260752688172043,11.511565012293422,23.977596061231683
258,11.760752688172044,19.023612944505718,13.346085818439882
259,11.350806451612904,16.785450368876656,12.12321594185153
260,14.768817204301076,26.409003840943484,12.06688610567749
261,13.495967741935484,22.473311531298535,17.367710294691292
262,12.720430107526882,20.283872506771672,17.50598644693161
263,18.41532258064516,32.98005669772183,14.336802649683014
264,0.0,0.0,
265,0.7634408602150538,1.103513450522408,35.05797101449275
