ZoneID,MAE,RMSE,MAPE (%)
1,0.0013440860215053765,0.036661778755338326,100.0
2,0.03494623655913978,0.19399589841579265,100.0
3,8.896505376344086,13.432677616804076,15.828831969132834
4,11.85752688172043,20.250713514576773,17.32706498493976
5,2.2163978494623655,3.1006849746189884,38.17786160892119
6,3.6948924731182795,5.114153878450777,29.089406040783828
7,25.594086021505376,53.50190932177345,9.600807551922335
8,0.4946236559139785,0.8311800136274714,59.234393404004706
9,4.782258064516129,6.723614299416038,23.959580684594474
10,10.256720430107526,14.578255644431833,12.777266607991086
11,5.712365591397849,8.154588391081244,22.16941022620299
12,1.2311827956989247,2.329105232228827,57.88393182339669
13,15.689516129032258,23.449986817063035,20.479043048121763
14,23.025537634408604,36.59864780979451,14.746644823067298
15,4.06989247311828,5.549387256691605,27.940930664011027
16,8.78225806451613,14.126825697978838,17.213379568994867
17,24.176075268817204,47.68668746401161,10.606961227678608
18,16.719086021505376,26.499974639874253,12.63032078388001
19,4.893817204301075,6.910040225206977,23.41773533069209
20,10.97983870967742,15.864217191427196,14.452326864759849
21,11.129032258064516,17.559040192251917,14.750229653554861
22,13.598118279569892,21.40963128659522,14.764466535785928
23,5.887096774193548,7.973915809270458,16.983927448502072
24,6.157258064516129,8.98423050959081,20.183620261549375
25,20.126344086021504,37.286488947935496,14.187420377508452
26,18.93951612903226,28.173259074550117,13.902099861406777
27,0.6559139784946236,1.0788783502432775,48.19156510449386
28,8.49731182795699,12.481599359883539,13.9776519470076
29,9.064516129032258,13.278550089264952,18.133877557407722
30,0.8696236559139785,1.3193147455590202,45.48596613314776
31,2.754032258064516,5.0729887693314915,38.54555679035576
32,8.97983870967742,13.836555525751496,13.908438816124614
33,16.260752688172044,25.8285288629803,17.581285227547273
34,6.94489247311828,24.699348082468184,36.59794298731833
35,17.091397849462364,25.679214221053428,10.457340065535213
36,27.349462365591396,76.86750225697338,11.142722607432297
37,31.896505376344088,97.63781960492717,9.549310415475512
38,6.002688172043011,8.08456647283968,18.414783399049078
39,19.79032258064516,28.16827316154162,10.264448127889828
40,10.436827956989248,17.69100828651517,21.29356496873059
41,20.971774193548388,36.22560358142718,12.08602204519069
42,22.245967741935484,37.18634056654651,9.148506839715528
43,6.893817204301075,10.715592598227259,27.956054286820596
44,3.2836021505376345,6.230453305105238,28.859982801102845
45,11.259408602150538,17.577134156661895,17.550121491545745
46,1.6236559139784945,2.3117279298190296,47.04584898634299
47,12.774193548387096,19.03900919080985,13.510261137265847
48,27.16532258064516,47.469585622162164,10.54304360199423
49,20.379032258064516,40.879543744692086,13.98934208404363
50,22.346774193548388,38.81684314608746,17.68563271437075
51,12.022849462365592,16.52763245019087,12.913552491732016
52,6.73252688172043,9.624607239577573,27.953585213615145
53,6.841397849462366,10.3209256065696,17.53718495946165
54,4.056451612903226,5.94305413681537,34.58818030219228
55,10.356182795698924,16.395522926793483,14.790366645050055
56,10.329301075268818,18.149357937634793,12.283237459634245
57,1.9919354838709677,2.6629678648947994,46.87195379027856
58,2.413978494623656,3.325932644686186,38.51224388347649
59,1.3024193548387097,1.8253737281203068,48.22004754214785
60,9.245967741935484,14.392491695474453,15.470874372275498
61,29.442204301075268,65.06292446382153,8.347478895538869
62,12.208333333333334,21.15753126033985,12.620257450552987
63,10.96774193548387,18.414069539057554,12.588168204656938
64,3.903225806451613,5.63256659539973,27.99834952970403
65,14.50268817204301,21.712565114950554,13.478464601463955
66,12.901881720430108,23.19711582925125,17.562997633249257
67,7.979838709677419,12.16580126543696,17.291384952266384
68,35.05779569892473,54.0579761454888,13.710347239863593
69,15.490591397849462,24.91817253693868,11.464846826241795
70,8.018817204301076,13.033765083737872,14.73766915343459
71,13.516129032258064,18.899351414029205,11.910709260611972
72,14.080645161290322,20.679128223549984,11.162531413299444
73,5.403225806451613,7.409852493706918,19.424900006759056
74,18.81989247311828,32.51719974982305,10.06681568309109
